posX,posY,depth,avgCount
23,1392,5,24
23,1404,1,4.5
23,1460,2,10
23,1474,1,5
23,1492,4,19
23,1516,3,16
23,1532,3,17
23,1542,4,22
23,1605,4,20
23,1688,1,3.5
23,1692,5,30
23,1828,7,28
23,1837,5,26
23,1845,6,25
23,1928,2,11
23,2070,3,17
23,2098,3,15
23,2100,1,3.5
23,2133,2,10
23,2232,3,15.5
23,2266,3,14
23,2300,3,14.5
23,2329,3,15.5
23,2404,2,9.5
23,2426,4,25
23,2487,3,18
23,2526,1,4
23,2977,2,9
23,3076,1,4.5
23,3085,4,22
23,3151,1,5
23,3177,2,7
23,3233,1,4.5
23,3273,1,5
23,3277,3,13
23,3335,1,4
23,3407,1,3.5
24,29,1,5
24,35,4,19
24,77,1,4
24,89,1,3.5
24,214,4,24
24,218,2,8
24,293,4,24
24,338,4,22
24,356,1,4
24,400,3,12
24,561,3,13
24,692,3,15
24,940,2,9
24,941,1,4.5
24,1587,1,3
24,1948,2,10.5
24,2496,2,11
24,2725,2,8
24,2848,2,7
24,2895,2,9
24,2945,2,11
25,91,4,24
25,215,3,12
25,232,6,29
25,246,1,3.5
25,260,3,17
25,274,1,4
25,276,1,4
25,287,4,18.5
25,311,2,8
25,329,7,35
25,350,2,9.5
25,373,6,32
25,388,4,28
25,592,4,25.5
25,606,6,27
25,692,5,30
25,698,4,23.5
25,712,3,17
25,783,4,25.5
25,860,2,9
25,1022,2,10
25,1145,1,4
25,1212,5,33
25,1263,4,26
25,1268,3,15.5
25,1356,5,27
25,1380,1,4
25,1393,3,18
25,1451,2,11
25,1484,4,20
25,1503,2,8
25,1581,4,24
25,1641,1,4.5
25,1858,10,42
25,1867,8,34
25,1887,4,22.5
25,1918,2,8
25,1920,2,11
25,1927,3,15.5
25,1948,4,20.5
25,2001,2,9.5
25,2036,2,8
25,2053,6,33
25,2262,2,9.5
25,2278,2,8.5
25,2322,4,23
25,2354,3,13.5
25,2404,1,4
25,2793,2,9.5
25,2824,1,5
25,2830,3,16
25,2839,2,10
25,2843,3,14
25,2858,1,4
25,2889,2,9
25,3476,1,4
26,122,2,7
26,198,1,5
26,217,1,4
26,430,2,9
26,500,4,25
26,759,3,18
26,770,1,4
26,771,2,8
26,778,4,24
26,792,3,15
26,1122,1,5
26,1164,2,7
26,1429,2,9
26,1556,1,5
26,1831,2,11
26,1839,1,3.5
26,1891,2,10.5
26,1984,2,7.5
26,2015,1,3
26,2198,1,3.5
26,2259,1,4
26,2587,1,5
26,2588,1,5
26,2607,1,3
26,2654,1,5
26,2699,1,3
26,2870,1,4
26,2933,1,5
26,3225,1,4
27,44,10,40
27,64,9,44
27,114,2,11
27,133,10,34
27,165,5,25
27,180,2,9
27,233,1,5
27,269,3,12
27,271,6,34
27,303,2,11
27,349,2,8
27,351,6,31
27,378,8,38
27,384,7,37
27,403,5,21
27,430,2,9
27,623,2,10
27,679,1,3
27,739,2,10
27,869,3,17
27,991,1,3
27,1020,2,11
27,1050,3,12
27,1495,1,3
27,1805,2,11
27,1848,10,46
27,1860,1,4
27,1866,8,31
27,1884,7,39
27,1915,3,17
27,1933,6,36
27,2039,6,37
27,2060,6,31
27,2066,2,9
27,2078,4,18
27,2128,3,12
27,2141,7,35
27,2191,6,30
27,2211,2,10
27,2257,6,28
27,2268,6,35
27,2366,3,14
27,2381,1,4
27,2410,1,5
27,2455,6,26
27,2532,5,24
27,2539,1,3
27,2589,1,3
27,2699,4,19
27,2726,2,8
27,2766,2,8
27,2804,2,10
27,2815,3,18
27,2895,2,9
27,2971,3,18
27,3030,1,3
27,3070,1,4
27,3098,2,7
27,3108,2,8
27,3138,1,4
27,3216,3,16
27,3275,3,13
27,3348,4,21
27,3351,2,9
28,59,2,11
28,111,2,8
28,149,2,11
28,351,1,5
28,497,1,3
28,512,1,5
28,1751,2,10
28,1774,2,8
28,1816,2,10
28,1860,2,10
28,1914,1,5
28,1917,4,25
28,1942,1,5
28,1980,3,12
28,1989,4,20
28,2007,3,12
28,2036,3,14
28,2096,3,15
28,2119,5,22
28,2207,1,4
28,2290,1,3
28,2293,2,7
28,2359,4,27
28,2390,2,8
28,2726,2,7
28,2831,1,4
29,39,10,33
29,71,8,35
29,80,8,32
29,110,6,29
29,124,8,29
29,130,7,33
29,352,1,4
29,383,2,11
29,421,5,25
29,425,2,7
29,510,2,7
29,521,3,12
29,635,2,9
29,643,1,3
29,688,3,13
29,698,2,11
29,757,2,8
29,903,1,4
29,947,2,7
29,1048,1,4
29,1087,2,9
29,1195,1,5
29,1207,1,5
29,1250,7,41
29,1262,2,11
29,1300,1,4
29,1351,1,3
29,1453,1,5
29,1532,1,5
29,1610,4,27
29,1615,3,12
29,1620,3,14
29,1640,4,18
29,1783,10,37
29,1787,7,33
29,1817,4,23.5
29,1875,1,4
29,1910,10,32
29,1920,2,9
29,1987,8,27
29,2029,7,33
29,2030,4,19.5
29,2034,6,30
29,2038,2,8.5
29,2081,6,34
29,2093,10,34
29,2138,10,39
29,2267,7,30
29,2272,3,17.5
29,2288,7,33
29,2311,9,30
29,2345,1,4.5
29,2355,1,4.5
29,2365,8,39
29,2371,6,24
29,2401,9,41
29,2467,5,28.5
29,2491,5,29
29,2496,8,36
29,2527,9,44
29,2551,7,38
29,2558,7,31
29,2567,5,27.5
29,2577,7,31
29,2594,8,36
29,2605,7,30
29,2607,4,21
29,2623,3,16
29,2655,8,29
29,2673,4,23
29,2690,2,7
29,2696,4,18
29,2707,4,24
29,2734,7,29
29,2758,7,30
29,2785,8,39
29,2857,7,41
29,2911,7,26
29,2917,7,36
29,2921,2,10.5
29,2986,5,22
29,3015,4,26
29,3034,6,30
29,3065,3,14
29,3066,8,35
29,3098,3,17.5
29,3116,2,7.5
29,3174,6,26
29,3182,4,27
29,3190,1,4
29,3223,3,14
29,3259,5,21
29,3352,3,14
29,3365,5,21
29,3374,6,28
29,3408,6,29
29,3476,3,12
30,372,2,10
30,482,2,7
30,541,2,7
30,561,1,3
30,615,2,11
30,628,1,5
30,780,2,9
30,904,2,11
30,960,2,8
30,987,2,7
30,1052,2,9
30,1746,1,3
30,1759,2,7.5
30,1860,2,9.5
30,1874,5,29
30,1958,3,15
30,1975,2,9
30,2075,1,3
30,2108,3,16.5
30,2132,1,4.5
30,2178,3,14
30,2202,2,8.5
30,2215,2,8.5
30,2257,4,22
30,2288,1,4
30,2428,2,11
30,2475,2,10.5
30,2505,3,12
30,2638,2,7.5
30,2683,2,7.5
30,2692,2,8
30,2751,1,4.5
30,2777,1,4.5
30,3298,1,3
30,3362,2,10
31,45,4,21
31,46,2,10
31,61,2,7.5
31,87,9,32
31,112,5,26.5
31,166,6,31.5
31,350,1,5
31,415,4,23.5
31,437,4,28
31,496,1,4.5
31,566,3,14.5
31,576,3,18
31,582,1,4
31,627,3,17
31,720,3,15.5
31,802,2,8
31,965,1,3
31,1245,2,10.5
31,1309,2,10
31,1318,1,4.5
31,1349,2,8.5
31,1375,1,3
31,1410,4,27
31,1440,4,28
31,1640,1,5
31,1771,9,41
31,1776,4,20
31,1781,3,16
31,1816,10,34
31,1826,2,10
31,1830,3,15
31,1855,4,19
31,1857,7,34
31,1913,1,4.33333333333333
31,1997,6,35
31,2013,3,13
31,2059,1,4.33333333333333
31,2061,4,24
31,2073,5,21
31,2122,5,22
31,2192,2,8.5
31,2196,1,4
31,2214,3,17
31,2241,3,16
31,2309,1,3
31,2343,3,16.5
31,2352,8,43
31,2369,2,7.5
31,2404,2,9.5
31,2426,1,4
31,2513,2,9.5
31,2519,1,4
31,2527,2,9.5
31,2560,2,9.5
31,2695,1,4.5
31,2702,3,15
31,2796,2,8
31,2861,3,13
31,2991,1,5
31,3189,1,3
31,3321,1,4
32,182,3,16
32,199,2,9
32,318,3,18
32,416,4,23
32,436,3,13
32,553,4,20
32,644,1,5
32,713,2,7
32,714,2,7.5
32,925,3,13
32,1227,4,25
32,1323,1,5
32,1651,1,3
32,1661,1,5
32,1677,1,5
32,1736,2,11
32,1851,1,5
32,1916,3,17
32,1938,3,18
32,2020,1,4
32,2225,4,22
32,2271,1,4
32,2333,2,11
32,2551,4,19
32,2558,3,13
32,2609,1,5
32,2642,3,14
32,2720,1,3
32,2858,2,8
32,3134,2,11
32,3251,3,17
32,3356,2,8
33,38,2,7.66666666666667
33,47,4,25.5
33,72,3,14.3333333333333
33,84,1,4.33333333333333
33,90,4,25.5
33,110,3,14
33,139,7,32.5
33,145,4,22.5
33,151,5,29.5
33,217,3,13.5
33,269,2,10.3333333333333
33,281,1,4.33333333333333
33,354,3,18
33,426,2,10
33,436,2,8.5
33,577,1,4.66666666666667
33,583,4,21
33,666,3,14.5
33,674,2,7.5
33,676,2,7.5
33,732,2,10
33,758,1,3.5
33,777,4,27
33,801,3,18
33,813,5,23
33,895,3,16
33,964,2,11
33,993,1,3.5
33,1017,3,12.5
33,1037,1,4
33,1102,4,25
33,1113,3,13.5
33,1413,3,15
33,1473,2,9.5
33,1507,1,4
33,1541,2,8.5
33,1632,2,8
33,1646,1,3.5
33,1734,5,24
33,1815,10,29
33,1835,1,4.25
33,1841,1,3.66666666666667
33,1849,9,40.5
33,1855,9,44
33,1863,8,38.5
33,1912,3,14.6666666666667
33,1957,1,3.66666666666667
33,2027,1,3.33333333333333
33,2071,4,21
33,2077,3,13.5
33,2093,6,31
33,2122,6,27
33,2130,5,30
33,2181,2,7.66666666666667
33,2182,6,33
33,2298,4,20
33,2299,3,15.5
33,2341,1,4
33,2375,1,3.66666666666667
33,2429,2,8.66666666666667
33,2451,3,17.5
33,2474,1,3.66666666666667
33,2483,3,17.5
33,2666,2,9.5
33,2742,1,4
33,2775,2,11
33,2895,2,8
33,2917,1,3.5
33,2920,2,10.5
33,2938,1,5
33,3375,1,4.5
33,3438,1,4.5
34,20,3,12
34,148,4,21
34,160,3,12
34,166,2,10.5
34,177,1,4.5
34,205,4,27
34,287,1,4
34,376,1,3.5
34,382,2,7
34,449,1,4
34,519,3,17
34,522,2,8
34,761,2,7
34,839,1,4
34,973,2,7
34,1026,1,4
34,1117,1,5
34,1201,1,5
34,1520,1,3.5
34,1556,2,10
34,1779,1,5
34,1811,1,5
35,14,3,16
35,48,10,37.5
35,49,9,39
35,58,4,18
35,62,8,27
35,99,4,20
35,118,7,30
35,128,1,4
35,216,2,10
35,221,9,37
35,263,2,7.5
35,274,6,23
35,296,7,40
35,316,6,33
35,396,1,3.5
35,495,6,23
35,544,1,4.66666666666667
35,555,7,31
35,572,9,36
35,581,7,38
35,607,3,17
35,621,7,40
35,654,4,23
35,683,1,3.5
35,688,6,23
35,796,5,23
35,811,4,23
35,819,4,26
35,834,4,25
35,871,2,10.5
35,963,4,27
35,992,2,10.5
35,1087,4,25.5
35,1148,1,5
35,1229,1,3.5
35,1260,2,10
35,1285,4,22
35,1315,4,24
35,1375,1,4
35,1384,2,7.5
35,1404,5,25
35,1450,4,26
35,1493,3,16
35,1494,4,21.5
35,1569,6,37
35,1596,6,30
35,1666,4,25.5
35,1668,6,30
35,1694,4,23
35,1711,4,27
35,1743,2,9
35,1856,5,29
35,1862,9,38.5
35,1879,5,29
35,1920,10,29
35,2011,7,34
35,2088,5,24
35,2113,1,4
35,2167,2,10
35,2171,6,36
35,2215,4,25.5
35,2238,8,41
35,2383,4,21
35,2394,6,32
35,2410,2,11
35,2423,1,4
35,2435,4,26.5
35,2501,5,21
35,2545,5,26
35,2604,6,28
35,2641,6,36
35,2662,2,9
35,2721,3,16.5
35,2838,3,15
35,2934,3,14.5
35,2975,4,27.5
35,3017,6,26
35,3080,3,15
35,3087,5,24
35,3148,1,4.5
35,3226,2,8
35,3250,3,15.5
35,3295,4,24
35,3300,4,22
35,3321,3,16
35,3333,2,9
35,3361,5,24
35,3422,5,33
35,3453,1,4
35,3471,3,12
35,3474,5,25
36,16,3,15
36,115,3,13
36,138,2,7
36,144,1,3
36,270,1,4.5
36,306,1,3
36,719,3,12.5
36,806,3,18
36,835,3,16
36,955,1,3.5
36,989,2,7
36,1534,1,4.5
36,1708,1,4
36,1817,1,4
36,1824,3,15
36,1845,5,22
36,1852,4,28
36,1964,4,20
36,1981,4,24
36,2085,1,4
36,2256,4,22
36,2291,1,4
36,2310,2,11
36,2452,3,12
36,2675,2,8
36,2693,3,13
36,2823,3,17
36,2887,2,8
36,2973,3,18
36,3038,1,5
36,3115,2,11
36,3285,1,3
36,3346,1,5
36,3418,2,8
36,3440,2,10
37,109,3,15.6666666666667
37,132,4,25.5
37,147,3,17
37,166,1,4.33333333333333
37,177,9,46
37,187,4,23.5
37,205,4,21
37,209,3,16.5
37,290,5,30.5
37,297,1,4
37,384,8,40
37,468,5,26
37,617,2,8
37,665,3,15.5
37,734,1,4
37,757,1,4
37,878,5,24
37,904,3,16
37,911,2,9.5
37,958,2,8.5
37,1000,5,24
37,1113,5,28.5
37,1124,4,24.5
37,1128,5,29
37,1159,5,21
37,1234,3,15
37,1260,7,34
37,1300,3,17.5
37,1439,3,16
37,1461,4,19.5
37,1476,3,15.5
37,1493,3,17.5
37,1524,7,40
37,1564,5,33
37,1573,5,28
37,1599,3,16
37,1627,3,15
37,1658,6,24
37,1667,1,3.5
37,1761,10,47
37,1770,3,15.5
37,1777,7,31.5
37,1852,2,8.5
37,1904,5,21
37,1942,1,3.66666666666667
37,1972,6,27
37,1993,3,13.5
37,2019,3,16
37,2134,2,9.5
37,2182,2,8.5
37,2224,1,5
37,2229,1,4.33333333333333
37,2238,5,27
37,2403,2,9
37,2449,4,27
37,2600,1,4
37,2656,2,7.5
37,2658,4,24
37,2766,2,8
37,2835,4,23
37,2870,1,4
37,2885,1,3
37,2914,2,8
37,3070,2,10.5
37,3128,2,8
37,3166,2,9.5
37,3231,1,3.5
37,3266,2,11
37,3320,2,7.5
38,120,2,9
38,141,5,26
38,153,3,16.5
38,159,5,27
38,219,2,10.5
38,393,1,4
38,453,3,17
38,469,1,3.5
38,572,3,16
38,575,1,4
38,624,3,15
38,641,3,17.5
38,796,2,8
38,827,4,20
38,828,2,7
38,919,2,8.5
38,1086,4,23
38,1179,1,3
38,1250,4,22
38,1299,1,4
38,1635,2,10
38,1829,1,3
38,2063,1,3.5
38,2158,1,4
38,2689,1,5
38,2889,2,8
38,2902,1,4
38,3309,1,3
39,5,9,31
39,17,7,30
39,49,1,4
39,68,5,25
39,90,5,21
39,119,9,29
39,139,2,8
39,236,4,25
39,240,9,46
39,282,5,22
39,363,1,4.5
39,404,6,36
39,479,5,27
39,498,4,19
39,504,5,23
39,543,6,35
39,552,2,8
39,590,4,18
39,608,5,21
39,637,4,24
39,643,2,9
39,665,3,15
39,686,2,8
39,730,1,4
39,778,3,18
39,780,5,22
39,798,5,31
39,830,3,12
39,841,2,10
39,858,3,13
39,947,1,4
39,966,3,18
39,1015,3,16
39,1042,2,9
39,1098,1,4
39,1106,1,5
39,1128,1,4
39,1173,3,17
39,1257,2,8
39,1292,1,4
39,1306,2,9
39,1405,5,26
39,1423,3,18
39,1434,5,24
39,1438,4,27
39,1611,4,27
39,1645,3,14
39,1674,2,9
39,1776,7,33.5
39,1872,9,45
39,1897,4,23.5
39,1906,3,17
39,1981,3,17
39,1989,2,10
39,2066,5,29
39,2068,1,3.5
39,2115,2,8.5
39,2142,1,4.5
39,2215,6,26.5
39,2221,2,11
39,2240,1,4
39,2246,6,28
39,2286,1,3.5
39,2373,3,15.5
39,2414,1,4.5
39,2444,5,21
39,2449,5,24
39,2526,1,3.5
39,2586,3,16.5
39,2604,5,25
39,2656,3,15
39,2722,3,12
39,2731,5,30.5
39,2817,4,24.5
39,2914,1,4.5
39,2939,1,3.5
39,2990,2,8
39,3013,2,9
39,3035,2,9
39,3084,1,4
39,3089,2,7
39,3111,4,24
39,3172,2,8.5
39,3392,2,9.5
39,3446,3,14
39,3478,1,4
40,24,1,5
40,31,2,8
40,103,1,3
40,396,3,13
40,894,2,9
40,954,2,8
40,1247,2,10
40,1313,1,5
40,1548,2,7
40,1553,2,11
40,1589,2,10
40,1788,1,5
40,1846,3,15
40,1852,4,25
40,1967,2,7
40,2001,4,26
40,2023,3,15.5
40,2063,2,8.5
40,2070,4,25
40,2099,3,18
40,2199,1,4.5
40,2314,3,17.5
40,2317,3,13
40,2335,2,9
40,2407,4,25
40,2455,1,3
40,2488,3,17
40,2671,4,23
40,2716,2,7
40,2754,1,5
40,2771,2,7
40,2903,1,5
40,3010,3,16
40,3055,2,7
40,3069,1,5
40,3096,1,4
40,3136,1,4
40,3391,1,4
40,3490,1,5
41,35,5,28
41,72,9,29
41,75,10,29
41,78,7,37
41,82,9,32
41,84,5,22.5
41,86,10,45.5
41,93,2,9
41,94,1,4
41,138,3,15.5
41,173,1,4
41,225,8,38.5
41,239,7,35.5
41,278,1,4
41,283,7,26
41,286,6,31
41,352,2,7.5
41,484,3,16.5
41,531,1,3
41,543,2,7.5
41,588,5,26.5
41,730,5,30
41,781,2,11
41,784,5,25.5
41,790,5,25
41,895,3,16
41,924,3,16.5
41,955,3,16
41,958,4,27
41,1042,1,4.5
41,1079,4,18
41,1163,3,13.5
41,1168,3,14.5
41,1171,4,23
41,1180,2,9.5
41,1282,4,28
41,1602,4,27
41,1646,4,20
41,1649,2,7.5
41,1755,1,3
41,1797,8,35
41,1808,10,36
41,1847,6,35
41,1871,6,30
41,1877,1,4
41,1890,9,42
41,1938,5,32
41,1971,1,3.33333333333333
41,1980,4,23.5
41,2009,7,34
41,2030,8,33
41,2031,3,17
41,2054,2,8
41,2094,7,39
41,2114,5,24
41,2131,1,4.5
41,2407,6,24
41,2451,3,16.5
41,2507,2,8
41,2550,5,23.5
41,2606,3,14
41,2633,2,10
41,2683,3,14.5
41,2733,4,19.5
41,2736,5,24
41,2782,1,4
41,2872,4,23
41,2949,1,4
41,2989,4,22
41,3000,3,16.5
41,3020,4,24
41,3090,7,40
41,3141,5,28.5
41,3247,6,27
41,3338,4,22
41,3342,4,25
41,3352,4,23
42,177,3,18
42,465,3,12
42,767,3,17
42,929,2,8
42,1023,3,14.5
42,1102,3,13
42,1116,3,12
42,1398,2,8
42,1478,2,8
42,1512,3,16
42,1520,1,5
42,1536,1,5
42,1705,1,3
42,1728,1,4
42,1922,1,4
42,2040,4,19
42,2117,1,3
42,2123,1,5
42,2172,4,23
42,2180,6,36
42,2298,1,5
42,2315,3,12
42,2317,3,14
42,2324,3,16
42,2373,1,4
42,2477,5,25
42,2481,5,22
42,2499,3,17
42,2517,5,25
42,2552,4,27
42,2593,2,9.5
42,2634,3,12
42,2829,3,18
42,2919,2,9
42,3015,1,3
42,3030,1,4
42,3133,3,13
42,3150,2,8
42,3257,2,10
42,3400,1,5
43,40,1,3
43,74,8,39.5
43,85,4,18.75
43,88,10,32.25
43,110,5,30
43,145,3,13.25
43,156,9,34
43,204,6,24
43,275,3,15.75
43,279,1,3.6
43,295,3,17
43,335,4,26.25
43,354,1,4.75
43,367,5,30.25
43,388,7,39
43,429,6,28
43,461,8,34
43,512,6,30
43,528,2,10
43,538,2,8.75
43,632,1,4
43,644,4,20.25
43,703,1,4.75
43,729,4,27
43,784,6,28
43,978,6,36
43,1031,3,13.5
43,1083,1,3.5
43,1111,3,16.25
43,1155,2,9.25
43,1281,5,24
43,1309,4,26
43,1313,4,27.5
43,1331,2,10.75
43,1446,2,8
43,1639,4,26
43,1770,9,43.75
43,1781,2,8.2
43,1793,5,22.25
43,1862,4,20.5
43,1942,10,34
43,1960,5,26.25
43,2024,1,3
43,2083,6,32
43,2098,3,17
43,2154,2,8.75
43,2268,5,25.5
43,2273,5,30.25
43,2321,7,33.5
43,2335,5,26
43,2576,1,3
43,2590,1,3.25
43,2598,3,14
43,2715,2,9.5
43,2719,2,7.75
43,2735,2,8
43,2758,1,4.75
43,2759,3,17
43,2935,3,17
43,3094,1,5
43,3460,2,10.75
43,3477,1,4
43,3493,3,14.5
44,57,4,22
44,62,1,3.25
44,71,1,3.5
44,146,5,28
44,170,5,24
44,209,1,4.25
44,285,5,21
44,311,5,30
44,324,4,28
44,341,1,3.5
44,345,5,28
44,350,1,4.5
44,363,2,9
44,381,1,3.75
44,480,2,10.5
44,562,2,9
44,659,3,12
44,829,1,3.25
44,860,2,7
44,919,1,5
44,1022,2,8
44,1077,4,24
44,1098,3,17
44,1136,1,4
44,1205,1,5
44,1213,4,28
44,1262,2,7
44,1276,2,9
44,1344,3,16
44,1368,1,5
44,1426,1,3
44,1435,1,3
44,1741,1,4
44,1757,2,7.25
44,1960,2,10
44,2214,2,7
44,2381,2,11
44,2435,2,9
44,2452,1,4.5
44,2474,2,11
44,2575,2,10
44,2579,2,11
44,2587,1,3
45,13,2,9
45,24,6,33
45,27,1,4
45,64,6,30
45,111,1,4
45,145,1,4
45,150,5,26
45,234,1,5
45,256,4,23
45,284,3,16
45,413,3,15
45,650,1,4
45,665,1,3
45,959,1,5
45,1152,2,11
45,1210,1,4
45,1300,1,3
45,1552,1,4
45,1663,1,4
45,1740,2,9
45,1812,4,27
45,1826,9,29
45,1827,3,16
45,1867,6,34
45,1960,8,32
45,1982,4,18
45,2063,3,17
45,2123,2,8
45,2158,1,4
45,2304,3,16
45,2355,3,17
45,2398,4,22
45,2434,3,12
45,2554,5,31
45,2696,2,8
45,2722,2,8
45,2723,3,15
45,2924,4,21
45,2949,2,7
45,2991,1,4
45,3068,1,5
45,3088,3,18
45,3150,2,9
45,3195,3,15
45,3442,2,10
45,3450,1,3
46,121,1,5
46,488,2,10
46,528,1,5
46,653,2,10
46,707,2,10
46,985,1,4
46,1018,2,11
46,1265,2,7
46,1332,1,5
46,1759,1,3
46,1873,1,5
46,1984,1,5
46,2397,1,5
47,16,1,4
47,56,8,39
47,72,9,36
47,78,1,4
47,97,9,35.5
47,102,8,41
47,119,5,25
47,166,10,38
47,169,4,25
47,171,5,29
47,181,3,15.5
47,204,1,3.5
47,215,1,3.5
47,216,4,23.5
47,272,5,30.5
47,296,2,9.5
47,433,2,9.5
47,603,3,16.5
47,632,5,29.5
47,674,1,4
47,779,6,36
47,803,1,4
47,880,3,15.5
47,962,2,9.5
47,971,4,23
47,979,3,12.5
47,1037,2,7.5
47,1062,3,12
47,1068,5,27
47,1081,5,27
47,1126,5,26
47,1128,5,31
47,1188,2,11
47,1191,3,18
47,1207,4,19
47,1215,5,31
47,1358,1,4.5
47,1491,4,23.5
47,1518,5,30
47,1540,2,10
47,1600,3,14.5
47,1611,1,3.5
47,1613,1,3.5
47,1719,2,7
47,1783,1,4
47,1833,9,35.5
47,1849,6,31
47,1862,6,34.5
47,1959,6,34.5
47,2003,9,37.5
47,2011,4,25
47,2044,5,23
47,2048,2,8.5
47,2182,4,21
47,2209,1,4.5
47,2253,6,36
47,2300,1,4
47,2405,6,36
47,2424,3,15
47,2494,1,3
47,2709,5,32
47,2726,5,27
47,2731,4,18
47,2787,6,25
47,2851,1,4.5
47,2955,2,8.5
47,2958,2,8
47,2964,2,10
47,2976,5,30
47,2985,5,30
47,3020,1,3
47,3022,1,4.5
47,3102,5,28
47,3143,5,31
47,3171,2,11
47,3179,3,14
47,3183,2,10
47,3202,5,30
47,3354,3,16
47,3415,4,26
48,15,4,21.5
48,76,5,27
48,118,1,3
48,404,4,26.5
48,451,3,17
48,467,3,18
48,521,2,8
48,606,1,4.5
48,620,3,13
48,636,2,8
48,783,4,23
48,800,1,5
48,910,2,7
48,940,2,7
48,954,1,4
48,1091,3,13
48,1274,3,16
48,1372,2,9
48,1376,4,27
48,1418,1,4
48,1551,2,9
48,1706,3,13.5
48,1741,4,24
48,1792,3,12
48,1908,5,21
48,1916,2,8
48,2113,5,29
48,2125,2,8
48,2348,3,18
48,2370,2,7
48,2463,1,3
48,2508,2,9
48,2626,4,24
48,2635,1,5
48,2704,2,9
48,2715,1,4
48,2720,2,11
48,2724,3,17
48,2847,4,22
48,2926,1,4.5
48,3048,3,13
48,3154,3,18
48,3157,4,27
48,3177,4,23
48,3191,2,7
48,3354,2,9
48,3428,4,22
49,21,2,10
49,156,2,8.33333333333333
49,174,6,30
49,189,5,25
49,190,3,14.75
49,203,2,9
49,346,3,15.5
49,375,1,3.5
49,376,1,4
49,435,5,30
49,472,1,4
49,486,1,4
49,535,3,15
49,547,4,25
49,644,2,10
49,645,5,33
49,649,2,10.5
49,652,3,16
49,748,4,26
49,751,4,23
49,809,4,28
49,810,4,20
49,862,5,22
49,981,5,27
49,1056,6,37
49,1272,2,7.5
49,1292,3,14
49,1301,4,22
49,1344,1,4
49,1583,2,9
49,1809,9,40
49,1841,7,30
49,1849,8,34
49,1871,3,16
49,1891,3,15
49,1905,6,29
49,1976,3,12
49,1982,1,4
49,2040,3,18
49,2179,3,16
49,2196,1,4
49,2300,5,21
49,2322,2,10
49,2418,3,15
49,2473,2,10
49,2658,5,32
49,2767,4,26
49,2772,5,29
49,2817,3,14
49,2846,2,11
49,2849,4,27
49,2910,2,9
49,3032,3,14
49,3106,3,16
49,3139,4,22
49,3353,4,22
49,3387,2,8
49,3490,1,5
50,7,1,5
50,45,1,4
50,138,2,7
50,157,2,8
50,169,3,14
50,216,1,4.5
50,254,2,8
50,342,2,11
50,585,2,10
50,719,2,10.5
50,842,2,8.5
50,880,1,4
50,1219,2,11
50,1445,1,4
50,1471,1,4.5
50,1656,2,9
50,1760,2,7
50,2113,1,4
50,2225,3,14
50,2414,1,4
50,2607,3,16
50,2614,2,7
50,2695,3,13
50,2780,1,4
50,2889,3,17
50,2961,2,7
50,3206,1,4
50,3457,2,11
50,3470,1,3
51,169,1,4
51,459,1,3
51,495,1,5
51,1878,2,11
51,1881,1,5
56,1203,10,36
57,461,10,37
57,705,10,43
57,775,9,42
57,868,10,33
57,1045,8,28
57,1238,9,38
57,1307,8,37
57,1411,9,40
57,1511,6,25
57,1630,7,33
57,3089,10,33
57,3372,10,46
57,3424,4,21
58,131,7,26
58,591,5,21
58,749,5,31
58,1332,3,18
58,1362,3,15
58,1403,3,12
58,1416,3,12
58,1585,4,20
58,1895,10,46
58,2029,9,30
58,2104,10,37
58,2114,10,37
58,2187,9,34
58,2220,10,30
58,2260,8,31
58,2271,9,32
58,2296,8,28
58,2324,9,44
58,2476,7,31
58,2514,10,40
58,2610,10,35
58,2671,9,33
58,2738,8,41
58,2797,8,43
58,2838,6,23
58,2843,10,32
58,2859,8,35
58,2870,8,43
58,2871,9,44
58,2891,6,25
58,2901,9,46
58,3034,9,44
58,3090,9,46
58,3169,8,29
58,3177,9,38
58,3189,7,29
58,3191,5,27
58,3202,7,26
58,3219,7,28
58,3259,5,32
58,3318,6,30
58,3405,5,26
58,3464,8,29
58,3498,5,24
59,41,2,9
59,128,2,9
59,215,2,9
59,296,2,10
59,384,3,15
59,474,2,8
59,684,1,5
59,733,1,5
59,788,2,9
59,1017,1,4
59,1169,1,3
59,1747,9,40
59,1857,4,24
59,1871,9,34
59,1910,7,29
59,1968,4,22
59,1985,3,14
59,2168,3,14
59,2200,6,27
59,2295,4,25
59,2314,5,26
59,2346,4,26
59,2348,2,7
59,2415,3,18
59,2479,2,11
59,2518,4,18
59,2532,2,9
59,2607,5,33
59,2612,1,3
59,2674,1,5
59,2683,4,18
59,2723,4,24
59,2736,2,8
59,2761,4,18
59,2779,2,7
59,2799,3,12
59,2931,4,24
59,2979,1,5
59,3022,3,18
59,3042,4,19
59,3244,2,11
59,3276,2,7
59,3288,10,45
59,3299,1,5
59,3360,3,13
59,3361,3,18
59,3365,1,4
59,3385,2,11
59,3394,4,28
59,3437,3,14
60,63,10,47
60,249,9,41
60,395,10,35
60,451,10,43
60,506,9,42
60,611,10,46
60,710,10,32
60,799,10,37
60,1186,8,39
60,1279,9,37
60,1338,8,40
60,1391,10,39.5
60,1405,9,28
60,1526,10,37
60,1574,9,41.5
60,1582,9,40.5
60,1615,5,21
