posX,posY,depth,count
1849,140,8,43
1849,178,8,36
1849,297,7,36
1848,744,10,37
1849,187,8,30
1849,288,8,38
1849,306,8,43
1849,1455,4,21
1849,1841,10,39
1849,1992,10,38
1850,2144,4,19
1849,2364,9,38
1849,2401,9,33
1849,2544,9,38
1850,160,4,23
99,489,7,26
99,610,8,35
1850,616,2,8
100,725,2,9
99,777,7,33
1849,1231,5,30
1848,1333,9,30
1849,833,8,28
1850,894,2,10
1849,930,8,34
1849,932,7,40
1850,963,1,5
1850,1032,1,3
1848,1233,10,41
1848,1556,8,27
1849,1105,6,32
1849,1241,7,29
100,1250,3,12
1849,1402,4,28
1849,1481,5,27
1849,1597,5,26
1850,1,5,32
1850,986,2,10
99,1481,6,25
1850,1520,1,3
99,1611,5,33
99,1677,5,23
101,26,2,8
100,131,6,31
37,132,4,25
37,147,3,17
37,166,1,4
37,187,4,22
37,297,1,4
99,338,10,41
100,360,2,7
100,452,5,31
37,617,2,8
37,757,1,4
38,575,1,3
100,851,4,25
100,1268,3,14
101,20,2,7
37,665,3,15
37,734,1,4
37,904,3,14
37,911,2,9
37,958,2,7
37,1234,3,14
37,1300,3,18
38,120,2,8
38,153,3,15
37,177,9,46
37,290,5,30
37,384,8,40
38,393,1,3
37,468,5,26
38,469,1,3
37,1439,3,14
37,1476,3,13
37,1493,3,18
37,1573,5,27
38,796,2,7
38,828,2,7
37,878,5,24
38,919,2,8
37,1000,5,24
37,1113,5,25
37,1124,4,22
38,453,3,17
38,624,3,12
37,1128,5,29
37,1159,5,21
37,1260,7,34
37,1564,5,33
37,1658,6,24
38,141,5,26
38,641,3,18
38,1250,4,22
38,1299,1,5
37,1461,4,21
38,159,5,27
38,219,2,11
99,965,8,29
99,1059,8,36
38,1179,1,3
99,1528,7,39
100,1699,3,16
101,418,1,3
38,572,3,16
101,654,1,5
38,827,4,20
38,1086,4,23
100,1261,4,24
37,1524,7,40
37,1599,3,14
37,1627,3,17
37,1667,1,4
38,1635,2,10
39,363,1,5
99,1703,5,24
37,1761,10,47
37,1770,3,15
37,1777,7,32
37,1852,2,7
1787,1881,2,7
37,1904,5,21
37,1942,1,4
1787,115,4,25
1787,205,3,12
1787,386,2,7
1787,516,2,9
1787,1958,5,27
1787,1964,10,34
1787,1970,9,41
37,1993,3,15
1787,1995,9,43
37,2019,3,18
1787,2036,1,3
1787,2077,3,18
1787,2119,3,15
1787,2133,2,8
37,2134,2,11
1787,2170,2,10
37,2182,2,8
1787,2200,6,28
1787,2212,1,4
37,2224,1,5
1787,2224,3,14
37,2229,1,4
1787,2237,2,8
37,2238,5,27
1787,2258,5,24
1787,2260,4,21
1787,2276,5,33
1787,2300,2,10
1787,2301,1,4
37,2403,2,11
1787,2433,4,27
1787,2454,2,8
1787,2478,2,8
1787,2578,2,9
37,2600,1,3
1787,2615,3,13
1787,2641,3,16
1787,2647,4,22
1787,2660,2,10
1787,2750,1,5
1787,2796,3,18
1787,2889,1,3
1787,2907,1,3
1787,2986,3,17
1787,3097,3,17
1787,3220,2,8
1788,1821,1,5
1788,1899,1,4
1787,3196,2,10
1788,2041,3,13
1788,2096,3,16
1788,2140,4,27
1788,2353,3,17
37,2656,2,7
1787,2681,5,33
1787,2708,4,18
1788,2149,4,19
1788,2232,4,25
1787,2357,5,23
1788,2398,3,18
1788,2652,3,14
37,2766,2,7
37,2870,1,3
1788,2871,2,11
37,2885,1,3
38,1829,1,3
38,2063,1,3
38,2158,1,5
38,2889,2,8
38,2902,1,4
37,2914,2,7
1788,2936,1,3
1787,2974,4,27
1787,3014,3,18
1788,2245,4,24
1788,2827,2,9
37,3070,2,10
37,3166,2,8
37,3231,1,3
37,3320,2,8
38,3309,1,3
1787,25,6,32
1787,27,3,15
1787,89,2,7
1787,226,1,3
1787,802,1,3
1787,834,1,5
1787,931,1,3
1850,2694,4,28
1849,2832,8,40
1849,2925,8,28
1849,3131,7,25
1850,2112,6,33
1850,2202,6,23
1849,2294,10,40
1849,2582,10,45
1850,1752,7,33
1850,2756,3,13
1850,2840,4,27
1850,2856,3,17
1850,3001,3,16
1850,3101,1,5
99,3337,3,15
100,1796,4,28
100,2008,2,8
100,2220,2,7
99,2281,7,34
100,2434,2,10
99,2553,4,24
98,2564,10,35
100,2912,1,3
1850,2947,1,5
1849,2962,6,29
1850,2970,1,5
98,3316,9,41
99,2855,5,22
100,2924,1,4
1788,1074,1,3
1787,1318,1,4
1846,13,6,31
35,118,7,35
37,1777,7,31
37,1972,6,27
37,2134,2,8
37,2182,2,9
37,2403,2,7
37,2449,4,27
37,2656,2,8
37,2658,4,24
37,2766,2,9
37,2835,4,23
37,2885,1,3
37,2914,2,9
37,3070,2,11
37,3128,2,8
37,3166,2,11
37,3231,1,4
38,2063,1,4
37,3266,2,11
38,2158,1,3
38,2689,1,5
38,2902,1,4
37,3320,2,7
1787,17,8,37
1787,25,6,25
1787,27,3,16
1787,89,2,8
1787,115,4,20
1787,205,3,14
1787,226,1,5
1787,294,3,18
1787,328,2,8
1787,386,2,10
1787,452,3,18
1787,460,4,28
1787,516,2,7
1787,636,3,18
1787,712,4,20
1787,802,1,3
1787,834,1,4
1787,931,1,3
1787,1109,3,18
1787,1262,3,14
1787,1318,1,5
1787,1530,2,10
1787,1649,1,5
1788,439,1,4
1788,1074,1,5
1788,1356,1,3
1787,1526,2,7
1788,7,3,13
35,14,3,16
35,48,10,31
35,49,9,39
35,99,4,21
35,128,1,4
35,216,2,9
35,221,9,37
35,274,6,23
35,316,6,33
35,654,4,25
35,688,6,23
35,796,5,23
35,811,4,27
35,819,4,25
35,834,4,22
35,871,2,10
38,919,2,9
35,963,4,26
35,992,2,11
37,1128,5,29
35,1260,2,11
35,1285,4,23
35,1384,2,8
35,1493,3,18
36,306,1,3
36,955,1,3
35,1087,4,24
35,1315,4,24
35,1404,5,25
35,1450,4,24
35,1494,4,19
37,1573,5,29
38,153,3,18
39,49,1,4
35,263,2,7
37,290,5,31
35,396,1,3
35,544,1,5
35,607,3,17
35,683,1,4
37,1113,5,32
35,1148,1,5
35,1229,1,3
35,1375,1,3
37,1564,5,33
37,1599,3,18
38,641,3,17
37,1627,3,13
38,624,3,18
35,1666,4,27
36,16,3,15
1847,36,4,26
1847,57,2,10
35,296,7,40
35,621,7,40
36,138,2,7
36,144,1,3
36,270,1,5
35,495,6,23
35,555,7,33
35,572,9,36
35,581,7,38
35,1694,4,23
35,1711,4,27
35,1743,2,9
36,989,2,7
35,1596,6,30
35,1668,6,30
36,115,3,12
1846,151,8,42
1847,217,1,5
1847,321,1,5
1845,750,10,39
1845,837,9,45
1845,869,10,35
96,991,10,29
97,294,7,26
1846,1023,6,23
1845,1052,10,34
1846,1165,4,18
98,1305,1,3
1845,1371,6,27
1846,665,6,33
1847,79,2,10
1847,785,1,5
1845,797,9,44
1845,829,9,31
1845,1363,9,44
1845,1386,8,41
96,1421,9,29
1845,1501,7,29
97,1630,4,24
98,235,3,18
97,255,8,33
97,912,6,27
97,1471,5,27
98,124,4,28
98,615,2,10
98,981,1,3
98,996,1,4
96,1026,10,36
96,1491,9,30
1845,1642,7,32
1846,223,6,30
1846,1496,4,22
1847,239,3,12
1847,424,2,7
1846,1069,6,30
1847,1377,1,5
1846,1525,5,24
1847,427,3,12
95,2616,10,33
96,1701,7,34
96,1962,8,30
96,2900,5,22
97,182,7,28
97,183,7,27
97,2525,1,5
95,2772,10,40
95,2868,9,34
95,3022,9,38
96,2056,8,36
95,2821,6,24
96,1895,10,44
96,2091,7,33
96,2148,8,33
96,2595,7,34
96,2689,7,25
96,2876,7,31
96,2996,5,30
96,2999,5,24
95,3071,10,34
96,3240,5,31
96,3328,5,25
95,3344,8,33
96,3417,3,18
97,1783,3,13
97,1883,4,20
97,1890,4,21
97,1942,4,19
97,2340,3,13
97,2612,1,5
96,3432,4,28
97,2691,2,8
98,512,3,12
98,555,1,3
98,595,1,4
97,886,6,37
96,1285,10,37
97,900,6,31
97,1085,5,33
97,1731,3,14
98,342,3,18
97,1103,5,26
97,1374,5,23
97,1725,5,23
1845,2179,9,45
1845,2948,10,37
1845,3098,10,29
1846,103,8,33
1846,212,8,41
1846,1223,6,25
1846,1358,4,21
1846,1771,9,40
1846,2227,9,42
1846,2746,7,35
1847,119,4,22
1846,559,8,38
1847,800,2,10
1847,862,1,3
1846,975,7,39
1847,1051,1,3
1847,1073,1,3
1847,1335,1,3
1846,1367,6,28
1846,1437,6,33
1847,1485,1,4
1845,1580,8,32
1846,489,8,35
1846,1571,6,24
1846,1628,5,32
1847,1605,1,4
1846,1745,6,24
1847,7,7,40
37,109,3,15
37,132,4,26
37,147,3,17
37,166,1,4
37,187,4,25
37,205,4,21
37,209,3,15
37,297,1,4
37,617,2,8
37,734,1,4
37,757,1,4
38,393,1,5
38,575,1,5
37,665,3,16
37,904,3,18
37,911,2,10
37,958,2,10
37,1124,4,27
37,1300,3,17
37,1439,3,18
37,1461,4,18
37,1476,3,18
37,1493,3,17
37,1667,1,3
38,469,1,4
37,1234,3,16
38,120,2,10
38,219,2,10
1847,366,4,25
36,719,3,13
38,796,2,9
36,806,3,18
1847,1394,2,9
1845,1411,9,45
1846,1145,7,31
38,1299,1,3
35,1569,6,37
1785,39,6,36
1785,63,3,15
1785,94,6,36
1785,110,5,24
1785,296,2,8
1785,304,3,12
1785,337,6,30
1785,400,1,4
1785,432,2,7
1785,616,3,12
1785,661,3,18
1785,733,3,14
1785,799,1,4
1785,944,1,3
1786,793,1,4
1785,820,2,11
1785,1260,1,4
1785,1510,1,5
1785,1543,1,5
1786,862,1,3
1786,963,1,3
1786,978,1,5
1786,1131,1,5
1785,1687,2,10
1786,77,3,15
1786,195,3,18
1786,369,3,12
1785,985,4,27
1786,1226,3,14
1786,1392,2,10
35,1856,5,28
35,1862,9,45
35,1879,5,26
35,1920,10,29
35,2011,7,34
35,2113,1,5
35,2167,2,11
35,2215,4,24
35,2383,4,20
35,2410,2,11
35,2423,1,4
35,2435,4,25
35,2662,2,10
35,2721,3,17
35,2838,3,12
35,2934,3,15
35,2975,4,27
35,3080,3,12
35,3148,1,4
35,3226,2,8
35,3250,3,16
35,3321,3,16
35,3333,2,10
35,3453,1,4
36,1817,1,5
36,2085,1,4
36,2291,1,5
35,2545,5,23
36,2675,2,8
35,3300,4,22
1786,116,3,14
1785,141,9,37
1785,150,9,30
1785,207,4,27
1786,150,5,33
1786,456,3,17
1785,663,5,29
1785,797,7,38
1785,825,5,23
1785,982,5,23
1786,352,4,23
1785,450,6,34
1786,945,5,27
1786,1059,3,13
1785,1566,4,28
1786,513,4,23
1785,631,6,25
1786,709,4,20
1786,711,4,25
1786,975,4,26
1785,1098,4,19
1786,1099,4,20
1785,1120,3,12
1785,1198,4,21
1785,1285,4,23
1785,1642,4,27
1785,1725,4,24
1786,1285,4,28
1787,178,2,10
1787,226,1,5
1788,1163,2,8
1788,1426,2,11
36,1534,1,4
1846,1578,6,29
1847,1687,1,4
1845,1722,10,33
1847,1478,3,12
37,1770,3,16
96,1867,10,29
1847,1970,5,28
96,2352,8,28
97,1899,5,30
97,2108,5,24
97,2255,4,28
97,2355,4,22
1846,2367,10,44
1847,2474,2,9
96,2494,8,41
97,2596,2,10
1846,2724,8,43
1847,2409,5,22
1846,2503,9,35
1847,1983,5,21
1847,2168,5,33
1847,2424,6,35
1847,2520,4,27
1847,2678,4,22
97,2762,2,7
1847,2806,3,16
97,2832,2,11
96,2937,7,37
1847,2971,4,25
96,3018,7,29
97,3038,2,7
97,3070,2,11
1847,3127,2,7
1846,3144,9,28
1849,3179,8,42
1850,3207,1,4
1847,3227,2,9
96,3287,6,37
97,3289,1,5
98,2013,1,3
1850,3292,1,4
95,3348,9,44
95,3355,10,39
96,3257,6,26
98,1821,1,5
96,3357,6,35
98,1909,1,4
37,1942,1,4
98,1965,1,4
37,1993,3,12
37,2019,3,14
37,2224,1,5
37,2229,1,5
37,2600,1,5
96,2903,7,41
1850,3452,1,3
1851,1959,1,4
1851,2103,1,4
1850,3219,2,11
1849,3381,8,36
1849,3399,7,36
1851,1818,3,18
1850,2322,6,37
1851,2284,1,5
1788,2541,1,5
1787,3358,4,25
1788,2970,3,14
1850,3095,3,18
1787,3226,7,25
1788,3340,1,4
1854,3440,7,31
97,3496,2,11
1787,1881,2,7
1787,1958,5,31
1787,1964,10,40
1787,1970,9,30
1787,1995,9,37
1787,2036,1,5
1787,2119,3,12
1787,2133,2,10
1787,2170,2,10
1787,2200,6,27
1787,2212,1,5
1787,2224,3,15
1787,2237,2,8
1787,2258,5,27
1787,2300,2,11
1787,2301,1,3
1787,2454,2,7
1787,2478,2,9
1787,2578,2,8
1787,2615,3,18
1787,2660,2,7
1787,2750,1,5
1787,2889,1,3
1787,2907,1,4
1787,3196,2,9
1788,1821,1,5
1788,1899,1,5
1787,2796,3,17
1787,3220,2,8
1787,3499,4,27
1788,2827,2,7
37,2870,1,5
1846,3398,6,30
1847,3437,1,4
1848,1821,2,7
1848,2382,1,3
1848,2458,1,4
1846,3136,9,35
1847,3448,3,15
1846,3466,7,32
1848,2226,2,11
1848,2394,2,8
1848,2610,1,4
1847,2887,4,18
1847,3442,3,18
1845,3443,10,47
1847,3215,4,22
1846,3219,9,35
1847,1772,8,33
1847,1857,8,39
1848,1879,2,7
1787,2077,3,13
1787,2099,5,27
1787,2260,4,20
1787,2276,5,30
1787,2357,5,25
1787,2433,4,22
1787,2641,3,12
1787,2647,4,27
1787,2681,5,33
1787,2708,4,22
1787,2974,4,26
1787,2986,3,13
1787,3014,3,18
1787,3097,3,15
1788,1752,4,27
1788,2041,3,18
1788,2096,3,18
1787,3358,4,24
1788,2245,4,22
1788,3422,2,10
1787,3499,4,23
1788,2149,4,25
1788,2353,3,18
1788,2374,3,14
1788,2398,3,12
1788,2652,3,13
1789,1752,2,7
1785,1961,6,23
1785,1968,2,10
1785,1979,1,4
1785,1996,7,40
1785,1999,4,19
1785,2169,3,18
1785,2382,2,7
1785,2538,2,10
1785,2664,2,8
1785,2692,1,3
1785,2962,1,5
1785,3045,1,4
1786,1939,1,3
1786,1954,1,5
1848,1961,4,25
1848,2137,3,18
1848,2543,3,15
1846,2565,9,37
1848,2619,1,3
1848,2624,2,7
1848,2638,2,8
1846,2834,10,43
1846,2872,10,34
1847,2023,8,28
1847,2701,5,27
1847,2882,5,26
1848,2902,2,10
1788,2980,3,15
1847,3092,5,33
1847,3154,5,23
1847,3323,5,30
1848,3330,1,3
1788,3340,1,4
1788,3379,2,10
1846,3386,9,35
1846,3397,5,28
1851,82,8,39
1851,169,8,43
1851,214,8,29
1851,312,4,27
1850,417,10,43
1851,404,8,34
1851,454,7,32
1851,621,6,30
1851,734,6,34
1850,823,10,39
1851,801,7,34
1851,1150,5,31
1851,1203,4,27
1852,988,1,3
1851,1562,4,27
1850,1588,8,42
1850,1639,8,28
1852,17,3,15
33,38,2,7
35,48,10,44
35,49,9,39
35,58,4,18
23,61,1,4
35,62,8,27
33,84,1,4
25,91,4,23
23,123,5,28
23,134,1,4
23,142,2,8
28,149,2,11
25,215,3,12
23,219,6,24
25,232,6,31
25,246,1,3
25,260,3,16
23,273,3,18
25,274,1,4
25,276,1,4
23,279,2,11
25,287,4,18
23,291,5,26
23,308,2,11
25,311,2,9
23,343,6,36
25,350,2,11
101,357,9,36
25,373,6,33
25,388,4,28
23,439,3,16
23,511,3,13
25,592,4,28
23,684,1,5
25,712,3,16
23,762,2,8
25,860,2,7
1851,985,7,32
25,1022,2,9
102,1024,4,26
23,1049,2,8
1851,1135,6,31
1851,1140,6,33
25,1145,1,4
1851,1146,6,30
1851,1160,6,33
23,1188,1,5
23,1304,1,3
1851,1321,5,27
1852,560,1,5
1852,1010,2,8
25,1380,1,4
100,1398,9,36
101,71,10,29
101,113,9,33
101,747,8,34
23,1404,1,4
23,1460,2,10
23,1474,1,5
24,29,1,5
24,77,1,4
24,89,1,3
23,127,10,39
23,161,9,28
24,356,1,3
25,1641,1,4
26,198,1,5
26,217,1,4
25,1451,2,11
25,1503,2,8
26,122,2,7
26,770,1,5
25,1268,3,17
25,1393,3,18
26,430,2,9
26,771,2,8
26,1429,2,9
101,1556,6,24
102,69,5,24
35,99,4,19
35,118,7,25
35,128,1,4
101,262,9,38
101,335,10,43
102,823,4,24
101,893,9,37
102,919,5,30
102,1597,3,13
101,1691,5,26
103,163,2,9
101,874,8,28
102,951,5,31
103,799,1,3
101,1156,8,28
101,1484,7,39
103,68,2,11
103,273,2,11
102,326,6,33
102,397,6,32
102,420,6,32
103,124,3,15
103,583,2,8
103,691,2,11
103,1463,1,4
25,1581,4,24
29,1783,10,29
25,1858,10,42
25,1867,8,34
103,1882,1,4
25,1887,4,21
29,1910,10,31
25,1918,2,9
25,1920,2,11
103,1961,2,7
1850,1974,10,37
1851,1993,7,27
25,2001,2,10
29,2029,7,28
29,2030,4,19
25,2036,2,8
25,2053,6,33
29,2093,10,36
1851,2113,5,31
29,2272,3,18
1850,2447,10,40
29,2491,5,32
101,2535,8,39
29,2623,3,16
29,2690,2,7
29,2707,4,20
1851,2746,4,20
1850,2890,9,45
1851,2782,6,28
1850,2897,10,38
29,2921,2,10
1851,2924,3,18
1850,3062,9,32
100,3120,10,38
1851,3131,3,14
1852,2109,1,3
1850,2945,9,39
1850,3057,9,45
100,3171,10,46
101,632,6,27
101,1752,10,29
101,1934,10,42
101,2308,9,38
102,2509,4,28
101,2706,8,40
101,2713,8,37
102,605,6,26
102,881,6,31
102,1615,5,23
102,1822,8,37
102,3204,3,17
1850,3238,9,28
1852,1806,3,15
1851,2445,6,26
1852,1889,4,22
1852,2146,2,8
1851,2441,7,31
1852,2504,1,3
1850,3122,9,32
1851,2745,6,35
1851,3266,4,22
1852,2118,3,18
1852,2338,2,8
102,2497,3,14
102,2618,3,16
1852,2663,2,8
1850,3236,10,37
1852,2695,2,11
1852,3119,2,8
102,3303,3,17
103,1186,1,5
103,1976,2,9
102,2289,5,23
100,3389,10,33
102,3395,3,16
103,1933,3,15
103,2332,1,4
100,3313,10,29
101,3310,6,37
102,3409,4,24
103,22,3,13
102,1456,5,30
101,1705,7,34
103,80,3,18
102,186,7,28
102,311,7,25
102,498,6,36
103,185,3,17
103,725,3,13
101,754,10,30
101,1037,9,43
101,1270,10,40
101,1562,8,28
102,491,7,40
103,50,4,26
102,146,8,39
103,484,3,14
102,756,7,32
103,880,3,13
102,1126,6,30
102,1129,6,23
103,2194,2,11
103,2386,2,10
103,2515,2,8
103,2644,1,3
102,2668,5,28
104,147,1,5
102,1294,6,25
101,1593,9,31
103,457,4,26
1851,848,8,41
1851,943,8,27
1851,968,8,27
1852,184,5,24
1852,722,3,17
1851,1101,7,39
1852,1070,3,13
1852,1116,2,11
1852,1268,2,11
1851,1458,6,33
1852,548,4,23
1853,64,2,10
1853,576,1,3
35,819,4,27
35,834,4,28
35,1087,4,27
1852,1138,2,11
1851,1368,6,24
1852,690,4,18
1852,932,3,18
1852,955,4,22
1851,991,9,40
1851,1212,7,33
1852,1212,3,15
1852,1378,3,18
1852,1386,3,18
1851,1541,7,37
1853,584,2,10
1851,1735,6,26
1852,1036,4,25
1853,153,3,13
1853,165,3,15
35,216,2,11
35,263,2,8
35,396,1,4
35,544,1,4
35,607,3,17
1853,624,1,4
35,654,4,21
35,683,1,3
35,871,2,11
35,992,2,10
35,1148,1,5
35,1229,1,4
35,1375,1,5
36,270,1,4
36,306,1,3
35,555,7,29
35,796,5,23
35,811,4,19
36,955,1,4
35,963,4,28
35,1260,2,9
35,1285,4,21
35,1384,2,7
35,1450,4,28
35,1493,3,14
35,1494,4,24
36,1534,1,5
35,1666,4,24
36,1708,1,4
101,2112,10,47
101,2163,10,35
101,2903,9,46
102,1791,8,37
35,1856,5,30
35,1879,5,32
36,1817,1,3
35,1862,9,32
101,2411,10,29
103,2162,4,18
102,2687,6,34
103,2966,1,5
101,3469,8,33
102,2820,5,25
103,3226,1,5
101,3247,7,29
102,1810,9,38
102,2228,8,39
102,2840,5,21
103,2345,4,24
101,3282,8,35
101,3353,8,39
102,1825,9,45
102,1832,9,40
102,3478,4,18
103,1874,4,25
103,3165,1,4
102,3228,6,30
103,3494,1,5
1785,1917,5,25
1785,1961,6,24
1785,1966,10,46
1785,1968,2,9
1785,1979,1,4
1785,1996,7,36
1785,1999,4,23
1785,2065,4,22
35,2088,5,24
1785,2094,8,33
35,2113,1,3
35,2167,2,9
1785,2169,3,13
35,2215,4,27
1785,2382,2,11
35,2383,4,22
35,2410,2,11
35,2423,1,4
35,2435,4,28
1785,2538,2,9
1785,2621,4,23
35,2662,2,8
1785,2664,2,11
1785,2692,1,4
1785,2802,3,17
1785,2962,1,4
1785,2979,3,14
1785,3045,1,3
35,3148,1,5
36,2291,1,3
35,2721,3,16
35,2838,3,18
35,2934,3,14
36,3038,1,5
35,3080,3,18
35,3226,2,8
1785,3248,2,8
1785,3291,1,5
1786,2134,1,4
1786,2820,1,3
1785,3079,1,4
1786,2318,2,9
1786,2835,2,7
1786,3294,1,3
1785,3326,3,18
35,3333,2,8
1786,3368,1,3
35,3453,1,4
36,1824,3,15
36,1852,4,28
36,2310,2,11
36,2887,2,8
35,3250,3,15
35,3295,4,24
35,3471,3,12
37,1942,1,3
97,2006,10,46
1785,2102,6,32
1785,2940,5,33
1787,2133,2,8
1787,2170,2,7
35,2171,6,36
1785,2317,6,23
35,2394,6,32
1785,2656,5,31
1785,2657,5,27
1785,2661,6,36
1785,2683,5,27
1786,2187,4,25
1785,3121,4,22
1786,2190,5,26
1787,2224,3,14
1787,2237,2,11
35,2238,8,41
1787,2301,1,5
1785,2410,6,30
35,2501,5,21
35,2545,5,29
1786,2594,5,31
1785,2730,6,31
1786,2414,5,22
36,2452,3,12
35,2604,6,28
35,2641,6,36
1786,2733,5,28
35,2975,4,28
35,3017,6,26
36,3285,1,3
36,3346,1,5
35,3474,5,25
36,115,3,14
36,806,3,18
36,835,3,16
36,1845,5,22
36,1964,4,20
36,1981,4,24
1786,3484,4,23
1787,2077,3,17
1787,2119,3,12
36,2256,4,22
36,2823,3,17
36,2973,3,18
35,3087,5,24
36,3115,2,11
35,3361,5,24
35,3422,5,33
36,719,3,12
36,2693,3,13
36,3418,2,8
36,3440,2,10
37,109,3,16
37,166,1,5
37,1852,2,10
37,2224,1,5
37,2229,1,4
97,2020,10,41
97,2429,8,37
97,2519,9,29
97,2715,7,37
98,2666,5,21
97,2689,9,36
97,2985,8,40
98,2401,6,25
98,2951,5,32
97,2997,8,32
98,2788,6,30
98,2986,6,27
98,3028,5,22
99,1779,3,15
99,1794,4,28
99,2308,2,11
97,2528,10,46
97,3126,8,40
97,3160,6,33
98,3068,6,23
98,3123,5,26
97,3272,8,29
98,3376,3,18
97,3433,7,38
99,1759,4,24
99,1845,3,15
98,3256,4,23
99,2792,1,3
98,3364,4,18
1846,3386,9,31
1847,50,10,42
1847,221,10,38
1847,287,8,28
1847,581,9,29
1847,791,8,30
1847,1292,8,34
1847,1595,6,26
1847,2351,8,36
1848,2062,5,26
1847,2340,9,46
1847,2359,9,29
1847,2372,9,41
1847,2476,8,39
1847,2489,8,31
1848,2543,3,18
1847,2570,9,28
1847,2576,8,40
99,2688,3,13
1847,2854,8,39
1847,2857,7,36
99,3124,3,17
98,3288,7,26
1846,489,8,32
1847,1217,9,46
1847,3323,5,22
1848,1162,4,22
1848,1877,5,22
1848,1942,5,25
1848,2775,3,18
1847,2974,7,33
1848,3110,3,18
1846,3325,10,38
1847,2794,7,30
1847,3429,6,29
1848,475,4,25
1848,969,4,20
1848,1021,4,23
1848,1666,2,9
1848,2150,6,32
1848,3041,3,15
1848,3200,3,15
1848,3330,1,5
1848,3370,3,12
1848,3435,2,8
1848,3445,2,9
1849,28,2,10
1849,30,3,16
1847,563,10,33
1847,926,9,33
1849,40,4,24
33,47,4,27
1848,103,8,29
1848,240,8,42
1847,619,10,43
1847,1517,8,29
1848,55,8,28
33,72,3,16
33,72,3,15
33,84,1,4
33,90,4,25
33,90,4,26
33,110,3,13
33,110,3,15
33,139,7,33
33,145,4,18
1847,201,10,36
1847,938,9,43
1847,1295,8,42
1848,263,7,28
1848,1069,4,27
1848,1159,3,15
1846,1438,10,34
1847,1244,9,34
1848,1546,1,3
1848,1652,2,8
1849,493,1,3
1847,1568,7,29
1848,1376,4,28
1848,1684,2,8
1848,1749,2,10
1849,88,3,15
97,354,10,40
97,975,9,34
97,1136,9,44
97,1342,9,29
98,51,8,40
98,387,6,23
98,983,4,20
99,184,3,13
1849,355,2,9
1849,596,2,11
99,636,3,15
99,754,2,11
99,782,1,4
97,983,9,42
98,837,6,27
98,1241,4,27
97,1372,8,34
97,1684,7,38
98,280,7,39
98,666,7,36
99,895,2,10
99,1281,1,5
99,1409,1,5
99,1420,1,3
98,1473,5,24
99,1144,2,8
98,1221,6,29
99,1285,1,3
98,1494,5,31
99,1497,2,7
99,1559,1,5
98,1744,5,29
1785,1857,4,22
1848,1825,7,27
1849,2184,2,11
1849,2429,1,4
1847,2592,10,39
1847,2694,9,44
1847,2852,8,36
1848,2884,4,19
1847,3282,7,28
1848,2593,5,30
1847,2983,8,42
1848,2652,6,25
1848,3015,4,22
1848,3033,4,18
1847,3051,9,30
1848,1750,9,33
1848,1852,8,42
1848,1853,7,26
97,2054,10,30
97,2282,10,35
98,1885,8,28
99,1959,3,16
98,2088,8,30
98,2111,8,40
99,2096,4,26
99,2140,3,17
98,2173,8,29
98,2219,8,31
98,2311,8,33
99,2573,2,8
99,2818,1,5
99,2994,1,4
97,3032,9,45
98,2721,7,26
98,2835,7,39
98,2995,7,31
98,3270,6,34
99,2318,4,24
99,2935,2,11
98,3032,7,34
99,2343,5,30
99,2553,4,25
99,3300,2,8
99,3476,1,5
100,1967,1,5
1787,2036,1,4
1785,2110,5,33
1785,2597,4,27
1786,2126,3,12
1787,2212,1,4
1785,2964,5,22
1786,3396,1,5
1846,3136,9,38
1848,542,8,38
1848,698,7,28
1848,733,5,21
1848,1506,5,31
1849,682,2,7
1849,775,3,14
1849,1095,1,4
1847,1563,8,41
1847,3158,8,31
1848,3206,5,21
1848,3422,4,19
1849,2010,4,24
1849,2772,3,16
1849,2787,2,8
1847,2901,10,36
1848,1450,6,35
1848,1583,5,22
1849,2334,3,12
1849,2913,3,15
1849,2940,3,12
1849,3127,1,4
1848,3307,5,31
1849,143,5,32
33,151,5,26
33,151,5,33
33,217,3,14
33,269,2,10
33,281,1,4
33,354,3,18
33,426,2,9
33,436,2,8
33,577,1,4
33,666,3,15
33,674,2,7
33,676,2,8
33,732,2,9
33,758,1,3
33,801,3,18
33,964,2,11
33,993,1,4
33,1037,1,5
33,1473,2,10
33,1507,1,4
33,1541,2,10
33,1632,2,8
33,1646,1,3
34,20,3,12
33,47,4,24
34,166,2,10
34,177,1,4
1783,53,6,29
1783,91,5,27
1783,99,8,40
1783,105,4,20
100,459,3,18
1783,589,2,9
1783,773,4,23
1783,804,1,5
1783,825,3,13
1783,844,1,3
1783,1014,1,3
1783,1227,1,5
1784,197,1,5
1783,314,2,8
1783,354,3,12
1784,434,1,5
1784,473,1,5
1783,504,2,7
1783,601,2,9
1783,646,3,17
1783,822,3,18
1783,826,3,13
1783,831,2,7
1783,832,3,12
1783,919,2,8
1783,1253,1,3
1783,1538,2,9
1783,1590,1,5
1783,1593,1,5
1784,134,2,8
1784,141,2,7
33,1815,10,29
33,1835,1,4
33,1841,1,4
33,1849,9,37
33,1855,9,44
33,1863,8,37
33,1912,3,16
33,1957,1,3
33,2027,1,4
33,2071,4,19
33,2077,3,12
33,2093,6,31
33,2130,5,33
33,2181,2,7
33,2182,6,33
33,2298,4,20
33,2299,3,15
33,2341,1,4
33,2375,1,4
33,2429,2,8
33,2451,3,18
33,2474,1,4
